     ,activation_hidden ,alpha ,batch_size ,epochs ,hidden_layer_sizes ,lambd  ,learning_rate ,learning_rate_init ,nesterov
 628 ,logistic          ,  0.8 ,       1   ,   800 ,"[60, 60]"         ,0.0001 ,fixed         ,            0.0005 ,False
 629 ,logistic          ,  0.8 ,       1   ,   800 ,"[30, 30, 30]"     ,1e-05  ,fixed         ,            0.0005 ,False
 630 ,logistic          ,  0.8 ,      64   ,   200 ,"[30, 30]"         ,1e-05  ,linear_decay  ,            0.001  ,False
 631 ,tanh              ,  0.8 ,       1   ,   200 ,"[60, 60]"         ,1e-05  ,fixed         ,            0.0005 ,False
 632 ,tanh              ,  0.0 ,       1.0 ,   800 ,"[30, 30]"         ,0.0001 ,fixed         ,            0.1    ,False
 633 ,logistic          ,  0.8 ,      64   ,   200 ,"[30, 30, 30]"     ,0.0001 ,linear_decay  ,            0.001  ,False
 634 ,logistic          ,  0.8 ,      64   ,   200 ,"[30, 30, 30]"     ,1e-05  ,linear_decay  ,            0.001  ,False
 635 ,tanh              ,  0.0 ,      64   ,   800 ,"[60, 60]"         ,0.001  ,fixed         ,            0.001  ,False
 636 ,logistic          ,  0.0 ,      64   ,   800 ,"[60, 60]"         ,1e-05  ,fixed         ,            0.0005 ,False
 637 ,tanh              ,  0.5 ,       1.0 ,   800 ,"[30, 30, 30]"     ,1e-05  ,fixed         ,            0.001  ,True
 638 ,tanh              ,  0.0 ,       1.0 ,   200 ,"[30, 30]"         ,1e-05  ,fixed         ,            0.1    ,False
 639 ,tanh              ,  0.8 ,       1   ,   800 ,"[60, 60]"         ,1e-05  ,fixed         ,            0.0001 ,False
 640 ,logistic          ,  0.5 ,       1.0 ,   200 ,"[30, 30, 30]"     ,0.0001 ,fixed         ,            0.1    ,True
 641 ,logistic          ,  0.8 ,      64   ,   200 ,"[30, 30, 30]"     ,1e-05  ,fixed         ,            0.0005 ,False
 642 ,tanh              ,  0.8 ,       1   ,   200 ,"[60, 60]"         ,0.0001 ,fixed         ,            0.0005 ,False
 643 ,tanh              ,  0.8 ,      64   ,   800 ,"[30, 30, 30]"     ,0.0001 ,linear_decay  ,            0.1    ,False
 644 ,tanh              ,  0.8 ,      64   ,   800 ,"[60, 60]"         ,0.001  ,linear_decay  ,            0.0005 ,False
 645 ,tanh              ,  0.0 ,       1   ,   800 ,"[60, 60]"         ,0.0001 ,fixed         ,            0.0005 ,False
 646 ,logistic          ,  0.8 ,      64   ,   200 ,"[30, 30]"         ,1e-05  ,linear_decay  ,            0.001  ,True
 647 ,tanh              ,  0.8 ,       1.0 ,   800 ,"[30, 30]"         ,1e-05  ,linear_decay  ,            0.1    ,False
 648 ,logistic          ,  0.5 ,      64   ,   200 ,"[60, 60]"         ,0.0001 ,fixed         ,            0.001  ,True
 649 ,tanh              ,  0.8 ,      64   ,   200 ,"[60, 60]"         ,0.001  ,linear_decay  ,            0.0005 ,False
 650 ,tanh              ,  0.8 ,      64   ,   800 ,"[30, 30]"         ,0.0001 ,linear_decay  ,            0.1    ,False
 651 ,logistic          ,  0.8 ,       1.0 ,   800 ,"[60, 60]"         ,0.001  ,linear_decay  ,            0.1    ,False
 652 ,logistic          ,  0.0 ,       1.0 ,   200 ,"[30, 30, 30]"     ,0.001  ,linear_decay  ,            0.1    ,False
 653 ,tanh              ,  0.8 ,       1   ,   200 ,"[30, 30, 30]"     ,1e-05  ,fixed         ,            0.0005 ,False
 654 ,tanh              ,  0.0 ,      64   ,   200 ,"[30, 30, 30]"     ,1e-05  ,linear_decay  ,            0.001  ,False
 655 ,tanh              ,  0.8 ,      64   ,   800 ,"[30, 30]"         ,0.001  ,fixed         ,            0.1    ,False
 656 ,tanh              ,  0.8 ,       1   ,   200 ,"[30, 30]"         ,1e-05  ,fixed         ,            0.001  ,False
 657 ,logistic          ,  0.8 ,      64   ,   200 ,"[30, 30]"         ,0.0001 ,fixed         ,            0.0005 ,False
 658 ,logistic          ,  0.8 ,      64   ,   200 ,"[30, 30, 30]"     ,1e-05  ,linear_decay  ,            0.001  ,True
 659 ,tanh              ,  0.8 ,       1   ,   200 ,"[30, 30, 30]"     ,0.0001 ,fixed         ,            0.001  ,False
 660 ,logistic          ,  0.0 ,       1.0 ,   800 ,"[30, 30]"         ,0.001  ,linear_decay  ,            0.1    ,False
 661 ,tanh              ,  0.8 ,       1.0 ,   200 ,"[30, 30]"         ,1e-05  ,fixed         ,            0.1    ,False
 662 ,logistic          ,  0.0 ,       1.0 ,   200 ,"[30, 30, 30]"     ,1e-05  ,fixed         ,            0.1    ,False
 663 ,logistic          ,  0.5 ,       1.0 ,   200 ,"[30, 30, 30]"     ,0.001  ,fixed         ,            0.1    ,True
 664 ,logistic          ,  0.5 ,      64   ,   200 ,"[60, 60]"         ,1e-05  ,fixed         ,            0.001  ,True
 665 ,logistic          ,  0.5 ,       1.0 ,   200 ,"[30, 30, 30]"     ,0.001  ,linear_decay  ,            0.1    ,True
 666 ,logistic          ,  0.5 ,      64   ,   800 ,"[60, 60]"         ,1e-05  ,linear_decay  ,            0.001  ,True
 667 ,tanh              ,  0.8 ,       1.0 ,   800 ,"[30, 30]"         ,0.0001 ,fixed         ,            0.0005 ,False
 668 ,tanh              ,  0.8 ,       1.0 ,   800 ,"[60, 60]"         ,0.0001 ,fixed         ,            0.0005 ,False
 669 ,logistic          ,  0.8 ,      64   ,   200 ,"[30, 30]"         ,1e-05  ,fixed         ,            0.0005 ,False
 670 ,logistic          ,  0.8 ,       1   ,   800 ,"[30, 30]"         ,0.0001 ,fixed         ,            0.001  ,False
 671 ,logistic          ,  0.0 ,       1.0 ,   200 ,"[30, 30]"         ,0.001  ,linear_decay  ,            0.1    ,False
 672 ,tanh              ,  0.8 ,      64   ,   200 ,"[30, 30]"         ,0.001  ,linear_decay  ,            0.0005 ,False
 673 ,tanh              ,  0.5 ,       1.0 ,   800 ,"[30, 30]"         ,1e-05  ,fixed         ,            0.001  ,True
 674 ,tanh              ,  0.0 ,      64   ,   200 ,"[30, 30]"         ,1e-05  ,linear_decay  ,            0.1    ,False
 675 ,logistic          ,  0.5 ,       1.0 ,   800 ,"[30, 30, 30]"     ,1e-05  ,fixed         ,            0.1    ,True
 676 ,tanh              ,  0.0 ,       1.0 ,   200 ,"[30, 30]"         ,0.0001 ,linear_decay  ,            0.1    ,False
 677 ,tanh              ,  0.8 ,       1   ,   200 ,"[30, 30, 30]"     ,0.0001 ,fixed         ,            0.0005 ,False
 678 ,logistic          ,  0.8 ,       1.0 ,   800 ,"[30, 30]"         ,0.001  ,linear_decay  ,            0.1    ,True
 679 ,tanh              ,  0.0 ,      64   ,   800 ,"[30, 30, 30]"     ,0.001  ,fixed         ,            0.1    ,False
 680 ,tanh              ,  0.0 ,      64   ,   200 ,"[30, 30]"         ,1e-05  ,fixed         ,            0.1    ,False
 681 ,tanh              ,  0.8 ,       1   ,   200 ,"[30, 30, 30]"     ,1e-05  ,fixed         ,            0.001  ,False
 682 ,tanh              ,  0.0 ,      64   ,   800 ,"[60, 60]"         ,0.0001 ,linear_decay  ,            0.001  ,False
 683 ,tanh              ,  0.8 ,       1.0 ,   800 ,"[30, 30]"         ,1e-05  ,fixed         ,            0.1    ,False
 684 ,logistic          ,  0.8 ,       1.0 ,   200 ,"[30, 30]"         ,0.0001 ,linear_decay  ,            0.1    ,True
 685 ,logistic          ,  0.8 ,       1.0 ,   800 ,"[60, 60]"         ,1e-05  ,fixed         ,            0.001  ,False
 686 ,logistic          ,  0.8 ,       1   ,   800 ,"[60, 60]"         ,1e-05  ,fixed         ,            0.0005 ,False
 687 ,tanh              ,  0.0 ,      64   ,   200 ,"[30, 30]"         ,0.001  ,fixed         ,            0.1    ,False
 688 ,logistic          ,  0.0 ,       1.0 ,   800 ,"[30, 30, 30]"     ,0.001  ,linear_decay  ,            0.1    ,False
 689 ,logistic          ,  0.8 ,       1.0 ,   800 ,"[60, 60]"         ,1e-05  ,fixed         ,            0.001  ,True
 690 ,logistic          ,  0.0 ,       1.0 ,   800 ,"[30, 30]"         ,0.0001 ,fixed         ,            0.1    ,False
 691 ,tanh              ,  0.0 ,       1   ,   800 ,"[30, 30, 30]"     ,0.001  ,fixed         ,            0.001  ,False
 692 ,tanh              ,  0.0 ,      64   ,   200 ,"[60, 60]"         ,1e-05  ,linear_decay  ,            0.001  ,False
 693 ,tanh              ,  0.8 ,       1   ,   200 ,"[60, 60]"         ,1e-05  ,fixed         ,            0.001  ,False
 694 ,logistic          ,  0.8 ,      64   ,   800 ,"[60, 60]"         ,0.0001 ,linear_decay  ,            0.0005 ,False
 695 ,tanh              ,  0.0 ,      64   ,   200 ,"[60, 60]"         ,0.0001 ,linear_decay  ,            0.001  ,False
 696 ,logistic          ,  0.8 ,      64   ,   800 ,"[30, 30]"         ,1e-05  ,linear_decay  ,            0.0005 ,False
 697 ,logistic          ,  0.5 ,       1.0 ,   200 ,"[60, 60]"         ,1e-05  ,linear_decay  ,            0.1    ,True
 698 ,tanh              ,  0.5 ,       1.0 ,   800 ,"[60, 60]"         ,1e-05  ,fixed         ,            0.001  ,True
 699 ,tanh              ,  0.0 ,      64   ,   800 ,"[30, 30, 30]"     ,0.0001 ,linear_decay  ,            0.001  ,False
 700 ,logistic          ,  0.0 ,      64   ,   800 ,"[60, 60]"         ,0.0001 ,fixed         ,            0.0005 ,False
 701 ,tanh              ,  0.8 ,       1.0 ,   200 ,"[30, 30]"         ,0.001  ,linear_decay  ,            0.1    ,False
 702 ,logistic          ,  0.0 ,       1.0 ,   200 ,"[60, 60]"         ,1e-05  ,linear_decay  ,            0.1    ,False
 703 ,tanh              ,  0.0 ,       1.0 ,   200 ,"[30, 30]"         ,0.001  ,fixed         ,            0.1    ,False
 704 ,tanh              ,  0.8 ,       1.0 ,   200 ,"[60, 60]"         ,1e-05  ,fixed         ,            0.001  ,False
 705 ,tanh              ,  0.0 ,       1   ,   800 ,"[60, 60]"         ,1e-05  ,fixed         ,            0.0005 ,False
 706 ,tanh              ,  0.0 ,      64   ,   800 ,"[30, 30]"         ,0.0001 ,linear_decay  ,            0.001  ,False
 707 ,tanh              ,  0.5 ,      64   ,   200 ,"[30, 30, 30]"     ,0.001  ,linear_decay  ,            0.001  ,True
 708 ,logistic          ,  0.8 ,      64   ,   800 ,"[60, 60]"         ,0.001  ,linear_decay  ,            0.001  ,False
 709 ,tanh              ,  0.8 ,       1   ,   200 ,"[60, 60]"         ,0.001  ,fixed         ,            0.001  ,False
 710 ,tanh              ,  0.0 ,      64   ,   200 ,"[60, 60]"         ,0.001  ,fixed         ,            0.001  ,False
 711 ,logistic          ,  0.8 ,      64   ,   200 ,"[30, 30]"         ,0.0001 ,linear_decay  ,            0.001  ,True
 712 ,logistic          ,  0.8 ,      64   ,   800 ,"[30, 30]"         ,0.001  ,fixed         ,            0.1    ,True
 713 ,logistic          ,  0.8 ,      64   ,   200 ,"[30, 30, 30]"     ,0.0001 ,fixed         ,            0.0005 ,False
 714 ,tanh              ,  0.5 ,      64   ,   200 ,"[60, 60]"         ,0.001  ,linear_decay  ,            0.001  ,True
 715 ,logistic          ,  0.5 ,      64   ,   200 ,"[30, 30]"         ,0.0001 ,fixed         ,            0.001  ,True
 716 ,logistic          ,  0.8 ,      64   ,   800 ,"[30, 30]"         ,0.001  ,fixed         ,            0.0005 ,False
 717 ,tanh              ,  0.5 ,      64   ,   200 ,"[30, 30]"         ,0.001  ,linear_decay  ,            0.001  ,True
 718 ,tanh              ,  0.8 ,      64   ,   800 ,"[30, 30]"         ,1e-05  ,linear_decay  ,            0.1    ,False
 719 ,tanh              ,  0.0 ,      64   ,   200 ,"[30, 30]"         ,0.001  ,fixed         ,            0.001  ,False
 720 ,logistic          ,  0.8 ,      64   ,   800 ,"[60, 60]"         ,0.001  ,linear_decay  ,            0.001  ,True
 721 ,logistic          ,  0.8 ,      64   ,   800 ,"[30, 30, 30]"     ,1e-05  ,linear_decay  ,            0.0005 ,False
 722 ,logistic          ,  0.8 ,      64   ,   200 ,"[60, 60]"         ,0.001  ,linear_decay  ,            0.001  ,True
 723 ,tanh              ,  0.8 ,      64   ,   200 ,"[30, 30]"         ,0.0001 ,fixed         ,            0.1    ,False
 724 ,logistic          ,  0.8 ,      64   ,   200 ,"[60, 60]"         ,1e-05  ,linear_decay  ,            0.0005 ,False
 725 ,tanh              ,  0.5 ,      64   ,   800 ,"[60, 60]"         ,0.001  ,linear_decay  ,            0.001  ,True
 726 ,tanh              ,  0.0 ,      64   ,   200 ,"[30, 30, 30]"     ,0.001  ,fixed         ,            0.001  ,False
 727 ,logistic          ,  0.8 ,      64   ,   800 ,"[30, 30, 30]"     ,0.001  ,fixed         ,            0.0005 ,False
 728 ,tanh              ,  0.8 ,       1.0 ,   200 ,"[30, 30]"         ,0.0001 ,linear_decay  ,            0.1    ,False
 729 ,logistic          ,  0.0 ,       1.0 ,   200 ,"[60, 60]"         ,0.001  ,linear_decay  ,            0.1    ,False
 730 ,logistic          ,  0.8 ,      64   ,   200 ,"[60, 60]"         ,0.001  ,linear_decay  ,            0.001  ,False
 731 ,logistic          ,  0.8 ,      64   ,   200 ,"[30, 30]"         ,0.001  ,fixed         ,            0.0005 ,False
 732 ,logistic          ,  0.8 ,      64   ,   800 ,"[60, 60]"         ,0.001  ,fixed         ,            0.0005 ,False
 733 ,tanh              ,  0.8 ,       1   ,   800 ,"[30, 30, 30]"     ,0.0001 ,fixed         ,            0.0001 ,False
 734 ,logistic          ,  0.5 ,      64   ,   800 ,"[30, 30]"         ,1e-05  ,linear_decay  ,            0.001  ,True
 735 ,tanh              ,  0.8 ,      64   ,   800 ,"[30, 30]"         ,0.0001 ,fixed         ,            0.1    ,False
 736 ,tanh              ,  0.0 ,      64   ,   200 ,"[30, 30]"         ,1e-05  ,linear_decay  ,            0.001  ,False
 737 ,logistic          ,  0.5 ,      64   ,   800 ,"[60, 60]"         ,0.0001 ,linear_decay  ,            0.001  ,True
 738 ,tanh              ,  0.8 ,       1   ,   200 ,"[60, 60]"         ,0.0001 ,fixed         ,            0.001  ,False
 739 ,tanh              ,  0.5 ,       1.0 ,   800 ,"[60, 60]"         ,0.0001 ,fixed         ,            0.001  ,True
 740 ,logistic          ,  0.8 ,       1   ,   800 ,"[30, 30]"         ,1e-05  ,fixed         ,            0.001  ,False
 741 ,tanh              ,  0.0 ,      64   ,   200 ,"[60, 60]"         ,1e-05  ,fixed         ,            0.0005 ,False
 742 ,logistic          ,  0.8 ,      64   ,   200 ,"[60, 60]"         ,0.001  ,fixed         ,            0.0005 ,False
 743 ,logistic          ,  0.0 ,      64   ,   800 ,"[30, 30]"         ,1e-05  ,fixed         ,            0.0005 ,False
 744 ,logistic          ,  0.5 ,      64   ,   200 ,"[30, 30]"         ,1e-05  ,fixed         ,            0.001  ,True
 745 ,logistic          ,  0.5 ,      64   ,   200 ,"[30, 30, 30]"     ,0.0001 ,fixed         ,            0.001  ,True
 746 ,tanh              ,  0.8 ,       1.0 ,   200 ,"[30, 30, 30]"     ,0.001  ,linear_decay  ,            0.1    ,False
 747 ,logistic          ,  0.8 ,      64   ,   200 ,"[60, 60]"         ,0.0001 ,linear_decay  ,            0.0005 ,False
 748 ,tanh              ,  0.0 ,       1   ,   800 ,"[30, 30]"         ,0.0001 ,fixed         ,            0.001  ,False
 749 ,tanh              ,  0.8 ,       1   ,   800 ,"[30, 30, 30]"     ,1e-05  ,fixed         ,            0.0001 ,False
 750 ,logistic          ,  0.5 ,      64   ,   200 ,"[30, 30, 30]"     ,1e-05  ,fixed         ,            0.001  ,True
 751 ,tanh              ,  0.0 ,       1.0 ,   800 ,"[30, 30]"         ,0.001  ,linear_decay  ,            0.1    ,False
 752 ,tanh              ,  0.8 ,       1.0 ,   200 ,"[60, 60]"         ,0.0001 ,fixed         ,            0.001  ,False
 753 ,tanh              ,  0.8 ,       1.0 ,   200 ,"[60, 60]"         ,1e-05  ,fixed         ,            0.001  ,True
 754 ,tanh              ,  0.0 ,      64   ,   200 ,"[30, 30]"         ,0.0001 ,linear_decay  ,            0.001  ,False
 755 ,logistic          ,  0.0 ,       1.0 ,   200 ,"[30, 30, 30]"     ,0.0001 ,fixed         ,            0.1    ,False
 756 ,logistic          ,  0.8 ,      64   ,   800 ,"[60, 60]"         ,0.0001 ,linear_decay  ,            0.1    ,True
 757 ,logistic          ,  0.8 ,       1.0 ,   800 ,"[60, 60]"         ,0.0001 ,fixed         ,            0.001  ,False
 758 ,tanh              ,  0.5 ,      64   ,   800 ,"[30, 30]"         ,0.001  ,linear_decay  ,            0.001  ,True
 759 ,logistic          ,  0.0 ,       1.0 ,   800 ,"[60, 60]"         ,0.001  ,linear_decay  ,            0.1    ,False
 760 ,tanh              ,  0.0 ,       1   ,   800 ,"[30, 30, 30]"     ,1e-05  ,fixed         ,            0.0005 ,False
 761 ,logistic          ,  0.8 ,      64   ,   800 ,"[30, 30]"         ,0.001  ,linear_decay  ,            0.001  ,False
 762 ,tanh              ,  0.0 ,      64   ,   200 ,"[60, 60]"         ,0.0001 ,fixed         ,            0.0005 ,False
 763 ,logistic          ,  0.0 ,       1.0 ,   800 ,"[30, 30, 30]"     ,0.0001 ,fixed         ,            0.1    ,False
 764 ,logistic          ,  0.8 ,       1.0 ,   800 ,"[60, 60]"         ,1e-05  ,linear_decay  ,            0.1    ,False
 765 ,logistic          ,  0.8 ,       1   ,   800 ,"[60, 60]"         ,0.0001 ,fixed         ,            0.001  ,False
 766 ,logistic          ,  0.8 ,      64   ,   800 ,"[30, 30, 30]"     ,0.001  ,fixed         ,            0.1    ,True
 767 ,tanh              ,  0.8 ,       1   ,   800 ,"[30, 30]"         ,0.001  ,fixed         ,            0.0005 ,False
 768 ,tanh              ,  0.5 ,       1.0 ,   800 ,"[30, 30]"         ,0.0001 ,fixed         ,            0.001  ,True
 769 ,tanh              ,  0.5 ,       1.0 ,   800 ,"[30, 30, 30]"     ,0.0001 ,fixed         ,            0.001  ,True
 770 ,tanh              ,  0.5 ,      64   ,   800 ,"[30, 30, 30]"     ,0.001  ,linear_decay  ,            0.001  ,True
 771 ,tanh              ,  0.0 ,      64   ,   800 ,"[60, 60]"         ,1e-05  ,linear_decay  ,            0.0005 ,False
 772 ,tanh              ,  0.8 ,       1.0 ,   200 ,"[60, 60]"         ,0.0001 ,fixed         ,            0.001  ,True
 773 ,logistic          ,  0.8 ,       1.0 ,   200 ,"[30, 30]"         ,1e-05  ,linear_decay  ,            0.1    ,True
 774 ,logistic          ,  0.8 ,       1.0 ,   800 ,"[30, 30]"         ,0.0001 ,fixed         ,            0.1    ,True
 775 ,logistic          ,  0.5 ,      64   ,   800 ,"[60, 60]"         ,0.001  ,fixed         ,            0.001  ,True
 776 ,logistic          ,  0.5 ,      64   ,   800 ,"[30, 30]"         ,0.001  ,fixed         ,            0.001  ,True
 777 ,logistic          ,  0.8 ,      64   ,   800 ,"[30, 30]"         ,0.0001 ,linear_decay  ,            0.0005 ,False
 778 ,logistic          ,  0.5 ,       1.0 ,   800 ,"[60, 60]"         ,1e-05  ,linear_decay  ,            0.1    ,True
 779 ,logistic          ,  0.8 ,       1.0 ,   800 ,"[30, 30]"         ,1e-05  ,fixed         ,            0.001  ,True
